defect_id,reported_at,reported_by_source,module,severity,status,asset_id,location_id,short_description
BUG000259,2024-10-07 14:05:31,Internal User,User Access,Low,Resolved,AST000679,,Asset hierarchy missing
BUG000260,2025-01-06 22:39:26,Internal User,Mobile Sync,Medium,Open,AST000337,,WO status not updating
BUG000261,2025-12-06 18:11:01,Integration,Reporting,Low,Resolved,AST001020,,Sync conflict on offline mode
BUG000262,2025-04-06 05:14:34,Integration,Work Orders,Low,Resolved,AST000042,LOC0008,Sync conflict on offline mode
BUG000263,2024-07-25 01:20:14,Field Mobile,Work Orders,Low,Resolved,AST000429,,Asset hierarchy missing
BUG000264,2024-11-17 22:52:40,Internal User,Mobile Sync,Medium,Open,AST000239,LOC0005,WO status not updating
BUG000265,2025-10-12 15:06:17,Data Quality,Assets,Medium,Resolved,AST000705,,Login timeout / session issue
BUG000266,2024-04-03 08:35:09,Integration,Assets,High,In Review,AST000095,,Sync conflict on offline mode
BUG000267,2024-02-23 18:51:36,Field Mobile,Reporting,Medium,In Review,AST000333,,Sync conflict on offline mode
BUG000268,2024-11-22 11:36:49,Field Mobile,Work Orders,High,Resolved,AST000406,,Date parsing issue during import
BUG000269,2025-07-01 17:04:22,Integration,Reporting,High,In Review,,,Duplicate records in export
BUG000270,2025-07-04 12:53:54,Internal User,Reporting,Medium,Resolved,AST000631,,Date parsing issue during import
BUG000271,2024-08-22 12:49:19,Field Mobile,Work Orders,Medium,Won't Fix,AST000818,,Report filter returns empty
BUG000272,2025-02-11 05:31:25,Field Mobile,Work Orders,Low,Open,,LOC0017,Duplicate records in export
BUG000273,2025-02-21 20:46:47,Data Quality,Reporting,Medium,Resolved,AST000134,,Asset hierarchy missing
BUG000274,2025-11-25 12:11:05,Data Quality,Assets,Low,Resolved,AST001129,,Sync conflict on offline mode
BUG000275,2024-07-17 05:16:21,Data Quality,Mobile Sync,Medium,Won't Fix,,,Mobile form validation error
BUG000276,2025-12-29 23:19:20,Internal User,Assets,Medium,Won't Fix,AST001130,,Incorrect priority mapping
BUG000277,2025-03-04 01:21:20,Field Mobile,Work Orders,Low,Resolved,AST001124,,Report filter returns empty
BUG000278,2024-11-10 04:51:59,Internal User,User Access,Low,Resolved,AST000490,,Login timeout / session issue
BUG000279,2025-11-30 10:58:25,Internal User,Inventory,Medium,Resolved,AST000632,,Barcode scan fails intermittently
BUG000280,2025-07-16 06:42:49,Integration,Reporting,Medium,Resolved,AST000112,,Sync conflict on offline mode
BUG000281,2024-01-19 18:42:23,Permissions,Work Orders,High,Resolved,AST000415,,Duplicate records in export
BUG000282,2025-09-05 11:01:12,Field Mobile,Work Orders,Low,In Review,AST000006,LOC0022,WO status not updating
BUG000283,2024-06-13 04:57:38,Integration,Inventory,Low,Resolved,AST000890,LOC0005,Asset hierarchy missing
BUG000284,2025-10-13 04:16:07,Internal User,Reporting,Medium,Resolved,AST000839,,WO status not updating
BUG000285,2024-05-01 06:43:08,Integration,Work Orders,Medium,Open,,,WO status not updating
BUG000286,2024-03-14 11:00:19,Field Mobile,Work Orders,High,In Review,,,Mobile form validation error
BUG000287,2024-08-13 02:42:32,Internal User,Reporting,High,Resolved,AST000888,,Login timeout / session issue
BUG000288,2024-12-30 11:07:29,Field Mobile,User Access,High,Resolved,,,Sync conflict on offline mode
BUG000289,2025-07-18 19:51:32,Internal User,Reporting,Low,Resolved,AST000012,,Duplicate records in export
BUG000290,2024-04-04 04:32:19,Data Quality,Reporting,Low,In Review,AST000208,,Asset hierarchy missing
BUG000291,2025-02-01 01:12:23,Internal User,Work Orders,High,Open,AST000465,,Barcode scan fails intermittently
BUG000292,2024-12-26 13:39:08,Internal User,Reporting,Low,Resolved,AST001194,LOC0018,Report filter returns empty
BUG000293,2024-09-09 10:34:58,Field Mobile,Assets,Low,Open,AST000951,,Sync conflict on offline mode
BUG000294,2025-09-25 10:21:38,Internal User,Assets,Critical,Open,,,Duplicate records in export
BUG000295,2025-09-07 00:00:49,Integration,Reporting,Low,In Review,AST000670,,Date parsing issue during import
BUG000296,2024-11-21 23:40:53,Field Mobile,Assets,High,Resolved,AST001092,,WO status not updating
BUG000297,2024-05-26 17:52:34,Permissions,Work Orders,Medium,Resolved,AST000819,,Incorrect priority mapping
BUG000298,2025-06-13 10:31:28,Data Quality,Mobile Sync,Low,Resolved,AST000164,,Report filter returns empty
BUG000299,2024-11-06 03:13:09,Permissions,Work Orders,Low,In Review,AST000529,,Duplicate records in export
BUG000300,2024-02-04 16:49:35,Field Mobile,Work Orders,Low,In Review,,,WO status not updating
BUG000301,2025-08-09 07:00:09,Internal User,Work Orders,High,In Review,AST000070,,Sync conflict on offline mode
BUG000302,2024-01-14 22:12:03,Integration,Reporting,Low,Resolved,AST000917,,Duplicate records in export
BUG000303,2025-10-10 08:30:51,Internal User,Work Orders,High,Resolved,,LOC0005,Barcode scan fails intermittently
BUG000304,2024-06-07 16:26:19,Field Mobile,Work Orders,Medium,Open,AST000774,,Mobile form validation error
BUG000305,2024-12-16 12:38:40,Field Mobile,Reporting,Medium,Resolved,AST000761,,Sync conflict on offline mode
BUG000306,2024-08-31 12:46:14,Integration,Mobile Sync,High,In Review,AST001165,LOC0007,Report filter returns empty
BUG000307,2024-06-27 10:13:41,Field Mobile,User Access,Low,In Review,AST000317,,Report filter returns empty
BUG000308,2025-07-19 08:11:27,Field Mobile,Work Orders,Medium,Resolved,AST000549,LOC0019,WO status not updating
BUG000309,2025-07-13 19:39:11,Integration,Reporting,Critical,Open,AST000291,,Sync conflict on offline mode
BUG000310,2024-11-12 00:07:12,Field Mobile,Assets,Low,Open,AST000715,,Barcode scan fails intermittently
BUG000311,2025-01-15 07:54:36,Field Mobile,User Access,Low,Open,,,WO status not updating
BUG000312,2025-04-29 20:22:50,Internal User,Reporting,Low,Resolved,AST000740,,Barcode scan fails intermittently
BUG000313,2025-10-11 20:38:54,Internal User,Work Orders,High,Resolved,AST000381,LOC0010,Login timeout / session issue
BUG000314,2024-03-26 18:22:10,Field Mobile,Assets,Low,Resolved,,,Login timeout / session issue
BUG000315,2024-02-07 16:59:12,Field Mobile,Mobile Sync,Medium,Resolved,AST000918,,Login timeout / session issue
BUG000316,2024-11-26 04:17:17,Integration,User Access,High,Resolved,AST000561,,Login timeout / session issue
BUG000317,2025-01-17 10:06:13,Data Quality,Mobile Sync,Medium,Resolved,AST001156,LOC0015,Mobile form validation error
BUG000318,2024-02-04 22:08:05,Permissions,Inventory,Low,Resolved,AST000372,,Incorrect priority mapping
BUG000319,2024-01-31 03:38:07,Internal User,Assets,Low,Resolved,AST000864,,Duplicate records in export
BUG000320,2024-08-27 06:50:02,Field Mobile,Assets,Low,In Review,AST000132,LOC0001,Login timeout / session issue
BUG000321,2025-08-10 18:40:27,Integration,Work Orders,Medium,Resolved,,LOC0005,Mobile form validation error
BUG000322,2024-01-05 14:29:30,Permissions,Work Orders,Low,Open,AST001008,,Sync conflict on offline mode
BUG000323,2025-05-03 01:16:55,Field Mobile,Work Orders,Medium,Resolved,AST000789,,Barcode scan fails intermittently
BUG000324,2024-01-30 19:00:09,Field Mobile,Reporting,High,In Review,,,WO status not updating
BUG000325,2025-05-08 07:54:16,Field Mobile,Assets,Medium,In Review,AST000151,,Date parsing issue during import
BUG000326,2024-06-26 17:22:24,Field Mobile,Assets,Low,Resolved,AST001200,LOC0017,Date parsing issue during import
BUG000327,2025-09-23 12:12:24,Data Quality,Work Orders,High,Won't Fix,AST000363,,Incorrect priority mapping
BUG000328,2025-06-25 22:32:41,Internal User,Reporting,Low,Won't Fix,AST000865,,Barcode scan fails intermittently
BUG000329,2024-05-10 10:15:37,Field Mobile,Reporting,High,Resolved,AST000647,,Duplicate records in export
BUG000330,2024-11-09 13:27:05,Field Mobile,Assets,High,Open,AST001152,,Incorrect priority mapping
BUG000331,2024-09-28 18:21:00,Field Mobile,Work Orders,Low,In Review,AST000929,,Asset hierarchy missing
BUG000332,2025-10-02 20:08:04,Field Mobile,Mobile Sync,Critical,Resolved,AST000025,,Duplicate records in export
BUG000333,2025-11-19 10:23:34,Field Mobile,Reporting,Critical,Resolved,AST000602,,Report filter returns empty
BUG000334,2024-03-06 10:00:05,Field Mobile,Mobile Sync,Low,Open,AST000313,,Login timeout / session issue
BUG000335,2025-09-07 05:38:06,Integration,Inventory,Critical,In Review,AST000722,,Date parsing issue during import
BUG000336,2025-06-18 05:22:22,Field Mobile,Reporting,High,Resolved,AST001085,,Date parsing issue during import
BUG000337,2024-06-08 05:06:05,Field Mobile,Reporting,High,In Review,AST000373,,Login timeout / session issue
BUG000338,2024-10-26 02:01:27,Field Mobile,Inventory,Low,Resolved,AST000386,,Duplicate records in export
BUG000339,2025-05-21 02:37:28,Field Mobile,Inventory,Critical,Open,AST000787,LOC0005,Mobile form validation error
BUG000340,2024-11-10 11:09:17,Field Mobile,Assets,Low,Won't Fix,AST000719,,Mobile form validation error
BUG000341,2025-03-30 05:18:37,Internal User,Work Orders,Medium,In Review,,,Asset hierarchy missing
BUG000342,2024-12-21 12:51:53,Integration,Work Orders,Medium,Open,AST001017,,WO status not updating
BUG000343,2025-12-09 02:18:34,Field Mobile,Work Orders,High,In Review,,,Asset hierarchy missing
BUG000344,2024-11-13 14:55:09,Field Mobile,Mobile Sync,Medium,Resolved,AST000220,,Mobile form validation error
BUG000345,2024-06-15 00:24:08,Internal User,Assets,High,Resolved,AST001073,,Sync conflict on offline mode
BUG000346,2025-08-20 04:33:00,Integration,Assets,High,Resolved,AST000478,,Asset hierarchy missing
BUG000347,2025-06-19 06:47:19,Integration,Work Orders,Low,Open,AST000108,LOC0003,Incorrect priority mapping
BUG000348,2024-08-08 18:25:43,Data Quality,Work Orders,Medium,Resolved,AST000913,LOC0003,Asset hierarchy missing
BUG000349,2025-04-05 03:53:57,Data Quality,Mobile Sync,Medium,Resolved,AST000720,,Asset hierarchy missing
BUG000350,2024-07-29 09:08:13,Internal User,User Access,Medium,Won't Fix,AST000088,,Report filter returns empty
BUG000351,2024-05-23 10:20:02,Field Mobile,Work Orders,Medium,Resolved,AST000983,,Login timeout / session issue
BUG000352,2025-07-02 13:11:29,Internal User,Assets,High,Resolved,,,Mobile form validation error
BUG000353,2025-07-16 00:18:44,Field Mobile,Inventory,High,Open,AST000741,,Incorrect priority mapping
BUG000354,2025-02-19 12:03:43,Integration,Reporting,Medium,Resolved,AST000833,,WO status not updating
BUG000355,2024-10-09 07:00:55,Field Mobile,Inventory,High,In Review,AST000943,,Asset hierarchy missing
BUG000356,2025-04-19 19:55:59,Internal User,Inventory,Low,Open,AST001132,,Date parsing issue during import
BUG000357,2025-06-23 05:07:12,Internal User,Work Orders,Critical,Open,AST000067,,Asset hierarchy missing
BUG000358,2024-03-27 19:48:58,Data Quality,Work Orders,Low,In Review,AST000376,,Report filter returns empty
BUG000359,2025-12-11 20:42:07,Field Mobile,Work Orders,Medium,Resolved,AST000036,LOC0010,Date parsing issue during import
BUG000360,2024-10-08 18:17:29,Field Mobile,User Access,High,Resolved,AST000003,,Sync conflict on offline mode
BUG000361,2024-10-15 12:15:24,Field Mobile,Work Orders,High,Open,AST000946,,Report filter returns empty
BUG000362,2025-10-12 16:54:48,Integration,Work Orders,High,In Review,AST000780,,Sync conflict on offline mode
BUG000363,2025-11-01 05:04:34,Internal User,Assets,High,Resolved,AST000197,LOC0013,Incorrect priority mapping
BUG000364,2025-03-30 10:37:13,Field Mobile,Work Orders,Medium,In Review,AST000135,LOC0014,Barcode scan fails intermittently
BUG000365,2024-03-12 19:19:04,Field Mobile,Inventory,High,Resolved,AST000563,,Login timeout / session issue
BUG000366,2024-11-18 00:53:00,Data Quality,Reporting,High,Open,AST000928,,WO status not updating
BUG000367,2025-01-25 20:55:37,Integration,User Access,Medium,Resolved,,,WO status not updating
BUG000368,2025-09-21 11:50:23,Field Mobile,Work Orders,High,Resolved,,,Duplicate records in export
BUG000369,2024-07-02 07:01:14,Internal User,Mobile Sync,High,Open,AST000794,,Date parsing issue during import
BUG000370,2025-03-28 01:38:45,Data Quality,Work Orders,Low,Open,AST000512,,Incorrect priority mapping
BUG000371,2024-07-27 19:57:57,Field Mobile,User Access,High,Resolved,AST000578,,Login timeout / session issue
BUG000372,2025-12-04 01:54:40,Integration,Inventory,Medium,Resolved,,LOC0018,Duplicate records in export
BUG000373,2024-06-28 19:31:45,Integration,Assets,Low,In Review,AST000406,,Sync conflict on offline mode
BUG000374,2025-01-03 19:37:13,Internal User,Work Orders,Low,Open,AST000637,LOC0004,Duplicate records in export
BUG000375,2025-09-29 00:35:48,Internal User,User Access,Low,Resolved,AST001182,,Date parsing issue during import
BUG000376,2024-04-03 07:27:27,Permissions,Reporting,Low,In Review,AST000706,LOC0002,Duplicate records in export
BUG000377,2025-06-05 01:29:35,Data Quality,Mobile Sync,High,In Review,AST001153,,Sync conflict on offline mode
BUG000378,2024-11-07 00:36:56,Field Mobile,Work Orders,High,Open,AST000232,LOC0007,Date parsing issue during import
BUG000379,2025-11-23 06:05:42,Internal User,Mobile Sync,Medium,Resolved,AST000065,,Login timeout / session issue
BUG000380,2025-03-29 19:49:51,Field Mobile,Work Orders,High,In Review,,,Report filter returns empty
BUG000381,2024-11-21 09:02:09,Field Mobile,Work Orders,Low,Resolved,AST000377,,Mobile form validation error
BUG000382,2025-12-20 09:39:15,Field Mobile,User Access,Low,Resolved,AST000878,,Report filter returns empty
BUG000383,2024-09-04 13:03:40,Permissions,User Access,Low,In Review,,LOC0025,Duplicate records in export
BUG000384,2024-08-01 16:07:46,Data Quality,Assets,Medium,In Review,,,Sync conflict on offline mode
BUG000385,2025-11-03 14:36:27,Field Mobile,Reporting,Medium,Open,AST000860,,Sync conflict on offline mode
BUG000386,2024-09-01 20:47:09,Field Mobile,Work Orders,Low,Open,,,Date parsing issue during import
BUG000387,2024-10-01 11:40:16,Integration,Mobile Sync,Low,Open,AST000293,,Login timeout / session issue
BUG000388,2025-07-01 22:54:46,Internal User,Work Orders,Medium,Resolved,,,Mobile form validation error
BUG000389,2024-09-29 13:13:38,Permissions,Work Orders,High,Resolved,,LOC0011,Sync conflict on offline mode
BUG000390,2025-03-30 03:05:15,Field Mobile,Reporting,Low,Open,AST000064,,Report filter returns empty
BUG000391,2024-12-31 04:52:21,Integration,Mobile Sync,Medium,Resolved,AST000517,,WO status not updating
BUG000392,2025-03-13 23:49:26,Internal User,Mobile Sync,Medium,Resolved,AST000632,,Barcode scan fails intermittently
BUG000393,2025-07-01 16:45:42,Internal User,User Access,Medium,Won't Fix,AST000523,,WO status not updating
BUG000394,2024-08-17 23:20:11,Data Quality,Assets,Low,Open,AST001009,,Date parsing issue during import
BUG000395,2024-02-01 06:56:31,Data Quality,Work Orders,Medium,Open,AST000046,,Asset hierarchy missing
BUG000396,2024-05-21 07:43:58,Field Mobile,Work Orders,Medium,Resolved,AST000656,,Report filter returns empty
BUG000397,2025-09-03 02:28:46,Data Quality,Work Orders,Low,Resolved,,,Sync conflict on offline mode
BUG000398,2024-02-25 05:21:43,Internal User,Work Orders,Low,Open,AST000925,LOC0007,Incorrect priority mapping
BUG000399,2025-03-25 23:47:17,Field Mobile,Work Orders,Low,Resolved,AST000600,,Asset hierarchy missing
BUG000400,2024-11-09 16:58:24,Permissions,Mobile Sync,Low,Resolved,AST001112,,Sync conflict on offline mode
BUG000401,2024-10-07 14:00:48,Internal User,Mobile Sync,Low,Open,AST000414,,Date parsing issue during import
BUG000402,2024-05-27 10:03:01,Internal User,Reporting,Medium,Resolved,,,Asset hierarchy missing
BUG000403,2025-09-11 16:41:15,Permissions,Work Orders,Medium,In Review,AST000371,,Asset hierarchy missing
BUG000404,2025-07-21 11:01:19,Integration,Reporting,Medium,Resolved,AST000174,,WO status not updating
BUG000405,2025-11-30 20:42:48,Field Mobile,Inventory,High,Resolved,AST000573,,Login timeout / session issue
BUG000406,2024-06-06 05:06:46,Field Mobile,Mobile Sync,Medium,In Review,AST000192,,Mobile form validation error
BUG000407,2025-02-12 01:46:05,Data Quality,Mobile Sync,Low,In Review,AST001060,,Report filter returns empty
BUG000408,2024-06-02 15:59:12,Field Mobile,Inventory,High,Open,AST000503,,Report filter returns empty
BUG000409,2025-06-30 15:12:50,Internal User,Work Orders,High,Resolved,AST000199,,Barcode scan fails intermittently
BUG000410,2025-04-15 00:00:06,Internal User,User Access,Medium,Resolved,AST000912,LOC0021,Report filter returns empty
BUG000411,2025-10-13 07:08:36,Internal User,Work Orders,Medium,Open,,LOC0019,Report filter returns empty
BUG000412,2025-04-09 08:45:53,Integration,Reporting,High,Resolved,,,Sync conflict on offline mode
BUG000413,2025-11-26 11:17:00,Field Mobile,Assets,Medium,Resolved,AST001068,,Login timeout / session issue
BUG000414,2024-02-09 21:13:19,Field Mobile,Inventory,Low,Open,AST000795,,Sync conflict on offline mode
BUG000415,2024-09-22 10:39:10,Field Mobile,Work Orders,Low,In Review,AST000798,,Login timeout / session issue
BUG000416,2025-08-27 09:02:53,Integration,Mobile Sync,Medium,Open,AST001049,,Duplicate records in export
BUG000417,2024-10-08 20:25:36,Permissions,Work Orders,Medium,In Review,AST000196,,Mobile form validation error
BUG000418,2024-04-25 01:55:23,Field Mobile,Reporting,Critical,Resolved,AST000169,,Mobile form validation error
BUG000419,2025-12-24 06:53:07,Field Mobile,Mobile Sync,High,Resolved,AST000284,,WO status not updating
BUG000420,2024-04-16 07:47:33,Field Mobile,Work Orders,Low,Resolved,AST000764,,WO status not updating
BUG000421,2024-07-04 16:37:17,Field Mobile,Reporting,Critical,Resolved,AST000182,,Incorrect priority mapping
BUG000422,2024-09-08 10:16:42,Data Quality,Reporting,High,Open,AST000631,LOC0025,WO status not updating
BUG000423,2024-11-16 09:38:19,Integration,Work Orders,High,Resolved,AST000670,,Duplicate records in export
